ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
4574,2017,53,Washington State,21-1023,Mental Health & Substance Abuse Social Workers,2298,$25.31,$18.73,$23.71,$28.40,$52637.00
4575,2017,14740,"Bremerton-Silverdale, WA",21-1023,Mental Health & Substance Abuse Social Workers,27,$25.47,$23.16,$26.96,$27.65,$52971.00
4576,2017,28420,"Kennewick-Richland, WA",21-1023,Mental Health & Substance Abuse Social Workers,49,$24.50,$21.44,$24.43,$27.63,$50946.00
4577,2017,30300,"Lewiston, ID-WA",21-1023,Mental Health & Substance Abuse Social Workers,16,$15.81,$13.07,$14.69,$17.39,$32880.00
4578,2017,31020,"Longview, WA",21-1023,Mental Health & Substance Abuse Social Workers,,$38.00,$15.00,$20.07,$71.23,$79047.00
4579,2017,34580,"Mount Vernon-Anacortes, WA",21-1023,Mental Health & Substance Abuse Social Workers,11,$27.56,$26.83,$27.63,$28.32,$57336.00
4580,2017,36500,"Olympia-Tumwater, WA",21-1023,Mental Health & Substance Abuse Social Workers,53,$21.71,$16.64,$20.44,$27.63,$45164.00
4581,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",21-1023,Mental Health & Substance Abuse Social Workers,969,$21.02,$16.61,$20.75,$23.92,$43726.00
4582,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",21-1023,Mental Health & Substance Abuse Social Workers,1051,$27.82,$18.69,$26.15,$33.11,$57852.00
4583,2017,44060,"Spokane-Spokane Valley, WA",21-1023,Mental Health & Substance Abuse Social Workers,451,$22.66,$20.30,$23.27,$27.07,$47128.00
4584,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",21-1023,Mental Health & Substance Abuse Social Workers,348,$23.27,$18.23,$22.56,$27.75,$48394.00
4585,2017,49420,"Yakima, WA",21-1023,Mental Health & Substance Abuse Social Workers,35,$24.64,$21.46,$26.82,$28.31,$51250.00
4586,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),21-1023,Mental Health & Substance Abuse Social Workers,40,$22.74,$20.47,$22.57,$25.04,$47310.00
4587,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),21-1023,Mental Health & Substance Abuse Social Workers,64,$20.59,$14.66,$17.80,$27.63,$42824.00
4588,2017,530003,Central WA Nonmetropolitan Area (NMA),21-1023,Mental Health & Substance Abuse Social Workers,,$22.36,$20.17,$21.95,$23.74,$46510.00
4589,2017,53,Washington State,21-1014,Mental Health Counselors,4049,$22.49,$17.01,$21.61,$26.83,$46784.00
4591,2017,14740,"Bremerton-Silverdale, WA",21-1014,Mental Health Counselors,111,$21.28,$14.41,$20.50,$27.16,$44242.00
4592,2017,28420,"Kennewick-Richland, WA",21-1014,Mental Health Counselors,50,$20.54,$16.97,$19.48,$23.38,$42713.00
4593,2017,30300,"Lewiston, ID-WA",21-1014,Mental Health Counselors,26,$26.60,$21.36,$27.04,$31.39,$55341.00
4594,2017,31020,"Longview, WA",21-1014,Mental Health Counselors,51,$26.81,$20.45,$26.39,$30.69,$55776.00
4595,2017,34580,"Mount Vernon-Anacortes, WA",21-1014,Mental Health Counselors,47,$29.52,$26.24,$29.24,$33.55,$61406.00
4596,2017,36500,"Olympia-Tumwater, WA",21-1014,Mental Health Counselors,140,$25.65,$21.31,$24.30,$28.60,$53346.00
4597,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",21-1014,Mental Health Counselors,2096,$27.69,$18.76,$24.81,$36.30,$57579.00
4598,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",21-1014,Mental Health Counselors,1522,$21.68,$16.11,$20.48,$25.23,$45103.00
4599,2017,44060,"Spokane-Spokane Valley, WA",21-1014,Mental Health Counselors,662,$20.22,$16.50,$19.56,$23.54,$42065.00
4600,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",21-1014,Mental Health Counselors,630,$24.27,$20.40,$24.19,$28.16,$50480.00
4601,2017,47460,"Walla Walla, WA",21-1014,Mental Health Counselors,32,$24.27,$20.31,$24.63,$28.10,$50480.00
4602,2017,48300,"Wenatchee, WA",21-1014,Mental Health Counselors,42,$33.09,$23.69,$31.54,$42.54,$68829.00
4603,2017,49420,"Yakima, WA",21-1014,Mental Health Counselors,142,$19.08,$13.97,$16.40,$19.56,$39695.00
4604,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),21-1014,Mental Health Counselors,67,$25.93,$21.88,$24.74,$29.63,$53933.00
4605,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),21-1014,Mental Health Counselors,103,$24.03,$16.88,$20.78,$28.05,$49974.00
4606,2017,530003,Central WA Nonmetropolitan Area (NMA),21-1014,Mental Health Counselors,,$24.35,$17.27,$23.69,$31.56,$50642.00
4607,2017,530004,Eastern WA Nonmetropolitan Area (NMA),21-1014,Mental Health Counselors,27,$22.14,$17.39,$23.07,$27.47,$46045.00
4608,2017,53,Washington State,27-1026,Merchandise Displayers & Window Trimmers,1876,$16.33,$11.71,$15.60,$18.62,$33964.00
4609,2017,13380,"Bellingham, WA",27-1026,Merchandise Displayers & Window Trimmers,,$14.91,$11.01,$15.66,$18.06,$31007.00
4610,2017,14740,"Bremerton-Silverdale, WA",27-1026,Merchandise Displayers & Window Trimmers,34,$16.00,$13.79,$16.51,$18.32,$33275.00
4611,2017,28420,"Kennewick-Richland, WA",27-1026,Merchandise Displayers & Window Trimmers,54,$13.43,$10.73,$11.74,$14.52,$27929.00
4612,2017,30300,"Lewiston, ID-WA",27-1026,Merchandise Displayers & Window Trimmers,14,$13.23,$10.75,$11.92,$14.34,$27503.00
4613,2017,36500,"Olympia-Tumwater, WA",27-1026,Merchandise Displayers & Window Trimmers,30,$16.77,$15.80,$17.15,$18.51,$34865.00
4614,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",27-1026,Merchandise Displayers & Window Trimmers,1401,$17.48,$11.56,$15.78,$21.25,$36344.00
4615,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",27-1026,Merchandise Displayers & Window Trimmers,1334,$16.22,$11.50,$15.23,$18.44,$33751.00
4616,2017,44060,"Spokane-Spokane Valley, WA",27-1026,Merchandise Displayers & Window Trimmers,,$16.57,$13.40,$16.02,$18.99,$34470.00
4617,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",27-1026,Merchandise Displayers & Window Trimmers,180,$19.45,$16.34,$18.74,$22.81,$40465.00
4618,2017,48300,"Wenatchee, WA",27-1026,Merchandise Displayers & Window Trimmers,,$16.31,$13.73,$16.24,$18.36,$33934.00
4619,2017,49420,"Yakima, WA",27-1026,Merchandise Displayers & Window Trimmers,19,$15.74,$10.91,$12.77,$18.29,$32739.00
4620,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),27-1026,Merchandise Displayers & Window Trimmers,22,$14.03,$10.98,$12.12,$16.49,$29174.00
4621,2017,53,Washington State,51-4199,"Metal Workers & Plastic Workers, All Other",546,$20.74,$12.53,$18.72,$25.88,$43126.00
4622,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4199,"Metal Workers & Plastic Workers, All Other",1168,$14.44,$11.13,$12.78,$15.57,$30027.00
4623,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-4199,"Metal Workers & Plastic Workers, All Other",232,,,,,
4624,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-4199,"Metal Workers & Plastic Workers, All Other",77,,,,,
4625,2017,53,Washington State,51-4051,Metal-Refining Furnace Operators & Tenders,593,$21.10,$16.83,$19.78,$25.45,$43892.00
4626,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4051,Metal-Refining Furnace Operators & Tenders,138,$20.54,$16.15,$19.47,$24.56,$42728.00
4627,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-4051,Metal-Refining Furnace Operators & Tenders,14,$21.28,$15.47,$18.39,$25.12,$44270.00
4628,2017,44060,"Spokane-Spokane Valley, WA",51-4051,Metal-Refining Furnace Operators & Tenders,,$21.10,$16.83,$19.60,$26.50,$43902.00
4629,2017,53,Washington State,43-5041,"Meter Readers, Utilities",607,$23.26,$17.30,$23.46,$28.45,$48379.00
4630,2017,28420,"Kennewick-Richland, WA",43-5041,"Meter Readers, Utilities",31,$24.39,$19.76,$26.81,$29.47,$50748.00
4631,2017,34580,"Mount Vernon-Anacortes, WA",43-5041,"Meter Readers, Utilities",12,$30.28,$23.29,$33.14,$37.53,$62971.00
4632,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",43-5041,"Meter Readers, Utilities",173,$18.10,$13.89,$15.26,$22.79,$37658.00
4633,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-5041,"Meter Readers, Utilities",125,$25.98,$22.43,$24.89,$29.04,$54036.00
4634,2017,44060,"Spokane-Spokane Valley, WA",43-5041,"Meter Readers, Utilities",91,$22.46,$15.45,$20.79,$28.15,$46725.00
4635,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",43-5041,"Meter Readers, Utilities",73,$27.49,$22.81,$26.63,$31.44,$57181.00
4636,2017,48300,"Wenatchee, WA",43-5041,"Meter Readers, Utilities",26,$23.37,$17.90,$21.83,$25.68,$48624.00
4637,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),43-5041,"Meter Readers, Utilities",19,$24.01,$21.59,$24.81,$28.72,$49942.00
4638,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),43-5041,"Meter Readers, Utilities",29,$26.45,$22.58,$25.78,$29.36,$55006.00
4639,2017,530004,Eastern WA Nonmetropolitan Area (NMA),43-5041,"Meter Readers, Utilities",61,,,,,
4640,2017,53,Washington State,19-1022,Microbiologists,289,$34.78,$25.27,$33.69,$41.54,$72343.00
4641,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-1022,Microbiologists,62,$35.06,$30.65,$31.64,$37.69,$72920.00
4642,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-1022,Microbiologists,174,$34.93,$24.60,$33.26,$41.89,$72657.00
4643,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",19-1022,Microbiologists,22,$31.97,$24.19,$31.38,$37.16,$66500.00
4644,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),19-1022,Microbiologists,,$23.39,$12.49,$17.01,$36.44,$48657.00
4645,2017,53,Washington State,25-2022,Middle School Teachers (Except Special Ed & Vocational),9946,,,,,$62834.00
4646,2017,13380,"Bellingham, WA",25-2022,Middle School Teachers (Except Special Ed & Vocational),331,,,,,$64616.00
4647,2017,14740,"Bremerton-Silverdale, WA",25-2022,Middle School Teachers (Except Special Ed & Vocational),311,,,,,$62935.00
4648,2017,28420,"Kennewick-Richland, WA",25-2022,Middle School Teachers (Except Special Ed & Vocational),581,,,,,$61599.00
4649,2017,30300,"Lewiston, ID-WA",25-2022,Middle School Teachers (Except Special Ed & Vocational),49,,,,,$57872.00
4650,2017,31020,"Longview, WA",25-2022,Middle School Teachers (Except Special Ed & Vocational),127,,,,,$60262.00
4651,2017,34580,"Mount Vernon-Anacortes, WA",25-2022,Middle School Teachers (Except Special Ed & Vocational),162,,,,,$61994.00
4652,2017,36500,"Olympia-Tumwater, WA",25-2022,Middle School Teachers (Except Special Ed & Vocational),384,,,,,$61943.00
4653,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-2022,Middle School Teachers (Except Special Ed & Vocational),2620,,,,,$72738.00
4654,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-2022,Middle School Teachers (Except Special Ed & Vocational),3654,,,,,$63796.00
4655,2017,44060,"Spokane-Spokane Valley, WA",25-2022,Middle School Teachers (Except Special Ed & Vocational),834,,,,,$64211.00
4656,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",25-2022,Middle School Teachers (Except Special Ed & Vocational),1178,,,,,$63371.00
4657,2017,47460,"Walla Walla, WA",25-2022,Middle School Teachers (Except Special Ed & Vocational),112,,,,,$57538.00
4659,2017,49420,"Yakima, WA",25-2022,Middle School Teachers (Except Special Ed & Vocational),410,,,,,$60414.00
4660,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),25-2022,Middle School Teachers (Except Special Ed & Vocational),233,,,,,$61619.00
4661,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),25-2022,Middle School Teachers (Except Special Ed & Vocational),246,,,,,$60839.00
4662,2017,530003,Central WA Nonmetropolitan Area (NMA),25-2022,Middle School Teachers (Except Special Ed & Vocational),152,,,,,$59736.00
4663,2017,530004,Eastern WA Nonmetropolitan Area (NMA),25-2022,Middle School Teachers (Except Special Ed & Vocational),294,,,,,$59908.00
4664,2017,53,Washington State,51-4035,"Milling/Planing Mach Setters, Oprs/Tenders, Metal/Plastic",346,$25.99,$17.73,$23.30,$34.41,$54071.00
4665,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4035,"Milling/Planing Mach Setters, Oprs/Tenders, Metal/Plastic",53,$19.82,$15.88,$18.87,$23.85,$41217.00
4666,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-4035,"Milling/Planing Mach Setters, Oprs/Tenders, Metal/Plastic",198,$25.33,$18.57,$23.23,$31.66,$52683.00
4667,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-4035,"Milling/Planing Mach Setters, Oprs/Tenders, Metal/Plastic",50,$31.10,$18.87,$33.69,$42.78,$64679.00
4668,2017,53,Washington State,49-9044,Millwrights,1420,$31.89,$23.78,$30.38,$40.81,$66337.00
4669,2017,28420,"Kennewick-Richland, WA",49-9044,Millwrights,42,$43.51,$41.35,$44.14,$46.92,$90489.00
4670,2017,31020,"Longview, WA",49-9044,Millwrights,214,$32.58,$27.49,$32.18,$36.79,$67756.00
4671,2017,34580,"Mount Vernon-Anacortes, WA",49-9044,Millwrights,,$27.97,$26.15,$28.39,$30.62,$58188.00
4672,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9044,Millwrights,615,$26.51,$21.30,$25.48,$30.56,$55147.00
4673,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-9044,Millwrights,256,$39.20,$30.17,$41.04,$47.32,$81540.00
4674,2017,44060,"Spokane-Spokane Valley, WA",49-9044,Millwrights,244,$24.52,$15.31,$19.75,$32.24,$50991.00
4675,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",49-9044,Millwrights,80,$28.68,$21.03,$26.82,$36.55,$59657.00
4676,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),49-9044,Millwrights,285,$30.27,$24.27,$28.55,$36.39,$62982.00
4677,2017,53,Washington State,17-2151,Mining & Geological Engineers (Inc Mining Safety),103,$50.00,$35.79,$45.81,$64.54,$104018.00
4678,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2151,Mining & Geological Engineers (Inc Mining Safety),64,$50.33,$35.55,$45.65,$68.28,$104676.00
4679,2017,44060,"Spokane-Spokane Valley, WA",17-2151,Mining & Geological Engineers (Inc Mining Safety),16,$39.63,$32.75,$36.41,$44.95,$82439.00
4680,2017,53,Washington State,51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",1453,$20.02,$14.62,$18.89,$24.41,$41636.00
4681,2017,13380,"Bellingham, WA",51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",66,$16.83,$14.04,$16.59,$19.27,$35010.00
4682,2017,28420,"Kennewick-Richland, WA",51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",211,$18.98,$15.29,$19.48,$23.01,$39481.00
4683,2017,31020,"Longview, WA",51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",31,$22.79,$18.30,$23.40,$27.63,$47404.00
4684,2017,34580,"Mount Vernon-Anacortes, WA",51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",18,$18.56,$14.31,$19.88,$22.42,$38603.00
4685,2017,36500,"Olympia-Tumwater, WA",51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",21,$24.79,$21.22,$25.21,$29.08,$51560.00
4686,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",600,$19.35,$14.16,$17.86,$22.80,$40247.00
4687,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",539,$20.69,$15.44,$19.25,$26.09,$43034.00
4688,2017,44060,"Spokane-Spokane Valley, WA",51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",43,$18.57,$15.72,$18.82,$22.32,$38624.00
4689,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",131,$21.91,$14.19,$17.63,$23.84,$45577.00
4690,2017,49420,"Yakima, WA",51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",41,$18.49,$14.31,$17.85,$22.02,$38460.00
4691,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",15,$20.09,$17.23,$20.97,$23.38,$41789.00
4692,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",83,$23.80,$20.67,$24.99,$28.25,$49497.00
4693,2017,530004,Eastern WA Nonmetropolitan Area (NMA),51-9023,"Mixing & Blending Machine Setters,Operators & Tenders",96,$19.98,$13.73,$17.20,$27.12,$41554.00
4694,2017,53,Washington State,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",3528,$26.46,$20.18,$25.79,$31.30,$55056.00
4695,2017,13380,"Bellingham, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",99,$29.14,$23.15,$29.80,$35.37,$60620.00
4696,2017,14740,"Bremerton-Silverdale, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",169,$27.75,$22.46,$28.75,$31.46,$57711.00
4697,2017,28420,"Kennewick-Richland, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",130,$24.39,$18.46,$23.75,$28.88,$50728.00
4698,2017,30300,"Lewiston, ID-WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",54,$21.75,$18.03,$20.82,$24.88,$45235.00
4699,2017,31020,"Longview, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",95,$26.32,$23.30,$26.74,$29.52,$54762.00
4700,2017,34580,"Mount Vernon-Anacortes, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",71,$25.36,$19.59,$25.43,$30.07,$52755.00
4701,2017,36500,"Olympia-Tumwater, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",90,$27.46,$22.53,$26.40,$31.81,$57113.00
4702,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",1238,$24.88,$20.49,$25.29,$29.17,$51752.00
4703,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",1375,$26.10,$19.24,$24.54,$31.69,$54286.00
4704,2017,44060,"Spokane-Spokane Valley, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",354,$26.55,$21.85,$26.37,$29.84,$55228.00
4705,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",393,$30.13,$24.74,$29.78,$34.13,$62678.00
4706,2017,47460,"Walla Walla, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",14,$25.73,$18.02,$28.22,$31.57,$53535.00
4707,2017,48300,"Wenatchee, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",71,$25.65,$19.11,$23.61,$33.28,$53353.00
4708,2017,49420,"Yakima, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",44,$20.09,$14.56,$17.62,$23.47,$41788.00
4709,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",70,$23.37,$17.52,$23.09,$28.97,$48600.00
4710,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",245,$25.21,$20.32,$24.68,$29.65,$52421.00
4711,2017,530003,Central WA Nonmetropolitan Area (NMA),49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",45,$33.40,$21.45,$32.33,$44.95,$69479.00
4712,2017,530004,Eastern WA Nonmetropolitan Area (NMA),49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",73,$23.55,$17.20,$21.97,$28.82,$48985.00
4713,2017,53,Washington State,51-4061,"Model Makers, Metal & Plastic",112,$35.52,$23.50,$40.29,$47.06,$73889.00
4714,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4061,"Model Makers, Metal & Plastic",20,$32.63,$29.61,$34.67,$37.90,$67875.00
4715,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-4061,"Model Makers, Metal & Plastic",69,,,,,
4716,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-4061,"Model Makers, Metal & Plastic",,$30.43,$23.71,$29.81,$35.68,$63291.00
4717,2017,53,Washington State,41-9012,Models,,$16.86,$13.44,$16.35,$18.90,$35070.00
4718,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",41-9012,Models,150,$17.52,$16.23,$17.44,$18.65,$36450.00
4719,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",41-9012,Models,28,$16.53,$13.50,$14.93,$17.76,$34370.00
4720,2017,53,Washington State,51-4072,"Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",2427,$18.31,$13.93,$17.48,$21.86,$38083.00
4721,2017,13380,"Bellingham, WA",51-4072,"Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",121,$18.67,$16.04,$18.35,$21.56,$38848.00
4722,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4072,"Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",1036,$15.79,$12.77,$15.01,$18.41,$32845.00
4723,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-4072,"Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",852,$16.93,$13.90,$16.48,$18.94,$35214.00
4724,2017,44060,"Spokane-Spokane Valley, WA",51-4072,"Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",373,$19.83,$14.58,$18.90,$23.65,$41248.00
4725,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-4072,"Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",338,$18.89,$13.56,$19.94,$23.02,$39287.00
4726,2017,49420,"Yakima, WA",51-4072,"Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",274,$15.90,$12.32,$14.88,$18.07,$33059.00
4727,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),51-4072,"Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",,$23.88,$17.55,$19.27,$30.14,$49671.00
4728,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),51-4072,"Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",11,$15.67,$12.91,$16.22,$18.36,$32610.00
4729,2017,53,Washington State,51-9195,"Molders, Shapers & Casters, Except Metal & Plastic",590,$18.40,$15.47,$17.66,$19.94,$38267.00
4730,2017,13380,"Bellingham, WA",51-9195,"Molders, Shapers & Casters, Except Metal & Plastic",13,$16.60,$13.48,$14.61,$19.06,$34540.00
4731,2017,14740,"Bremerton-Silverdale, WA",51-9195,"Molders, Shapers & Casters, Except Metal & Plastic",,$22.95,$20.50,$22.64,$25.34,$47741.00
4732,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9195,"Molders, Shapers & Casters, Except Metal & Plastic",269,$18.80,$13.02,$15.26,$23.26,$39104.00
4733,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-9195,"Molders, Shapers & Casters, Except Metal & Plastic",214,$20.90,$16.19,$19.48,$26.36,$43463.00
4734,2017,44060,"Spokane-Spokane Valley, WA",51-9195,"Molders, Shapers & Casters, Except Metal & Plastic",109,$16.24,$14.67,$16.64,$18.33,$33795.00
4735,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-9195,"Molders, Shapers & Casters, Except Metal & Plastic",102,$17.18,$16.45,$17.70,$18.97,$35734.00
4736,2017,53,Washington State,39-4031,"Morticians, Undertakers & Funeral Directors",296,$26.82,$21.55,$26.65,$30.65,$55775.00
4737,2017,30300,"Lewiston, ID-WA",39-4031,"Morticians, Undertakers & Funeral Directors",13,$30.19,$21.98,$29.59,$36.69,$62780.00
4738,2017,36500,"Olympia-Tumwater, WA",39-4031,"Morticians, Undertakers & Funeral Directors",17,$24.43,$20.92,$23.94,$28.16,$50793.00
4739,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",39-4031,"Morticians, Undertakers & Funeral Directors",109,$23.56,$17.88,$23.19,$28.78,$49016.00
4740,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",39-4031,"Morticians, Undertakers & Funeral Directors",123,$27.93,$22.58,$27.47,$31.67,$58096.00
4741,2017,44060,"Spokane-Spokane Valley, WA",39-4031,"Morticians, Undertakers & Funeral Directors",30,$23.19,$17.53,$19.87,$28.45,$48246.00
4742,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",39-4031,"Morticians, Undertakers & Funeral Directors",30,$26.98,$21.83,$26.11,$29.75,$56134.00
4743,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),39-4031,"Morticians, Undertakers & Funeral Directors",,$26.77,$25.17,$27.62,$30.00,$55672.00
4744,2017,53,Washington State,39-3021,Motion Picture Projectionists,57,$14.79,$12.38,$13.94,$15.50,$30774.00
4745,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",39-3021,Motion Picture Projectionists,12,$16.49,$12.05,$13.73,$15.36,$34286.00
4746,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",39-3021,Motion Picture Projectionists,24,$15.82,$11.77,$13.58,$16.16,$32900.00
4747,2017,53,Washington State,53-3099,"Motor Vehicle Operators, All Other",1179,$18.45,$11.59,$16.83,$25.53,$38376.00
4748,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",53-3099,"Motor Vehicle Operators, All Other",1169,$15.39,$10.37,$12.61,$20.02,$32030.00
4749,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",53-3099,"Motor Vehicle Operators, All Other",779,$16.26,$11.15,$14.71,$19.05,$33816.00
4750,2017,44060,"Spokane-Spokane Valley, WA",53-3099,"Motor Vehicle Operators, All Other",,$25.12,$21.83,$26.29,$29.65,$52260.00
4751,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",53-3099,"Motor Vehicle Operators, All Other",83,$23.07,$18.66,$25.29,$28.24,$47988.00
4752,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),53-3099,"Motor Vehicle Operators, All Other",13,$27.69,$26.21,$26.93,$29.15,$57579.00
4753,2017,53,Washington State,49-3051,Motorboat Mechanics & Service Technicians,786,$22.75,$17.33,$21.80,$27.71,$47333.00
4754,2017,13380,"Bellingham, WA",49-3051,Motorboat Mechanics & Service Technicians,41,$20.55,$17.29,$19.11,$23.69,$42762.00
4755,2017,34580,"Mount Vernon-Anacortes, WA",49-3051,Motorboat Mechanics & Service Technicians,43,$21.11,$16.35,$20.03,$25.32,$43917.00
4756,2017,36500,"Olympia-Tumwater, WA",49-3051,Motorboat Mechanics & Service Technicians,55,$21.58,$17.14,$19.87,$24.35,$44890.00
4757,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-3051,Motorboat Mechanics & Service Technicians,,$18.95,$15.30,$19.27,$22.59,$39427.00
