Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,5,Long Island Region, 47-4031,Fence Erectors,n/a,$50750,$42930,$30560,$60840
10,5,Long Island Region, 47-4041,Hazardous Materials Removal Workers,430,$59870,$58700,$42130,$68740
10,5,Long Island Region, 47-4051,Highway Maintenance Workers,1400,$46260,$47090,$29160,$54810
10,5,Long Island Region, 47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,230,$50420,$48570,$37000,$57130
10,5,Long Island Region, 47-4099,"Construction and Related Workers, All Other",n/a,$36160,$36200,$34170,$37150
10,5,Long Island Region, 47-5021,"Earth Drillers, Except Oil and Gas",220,$79930,$65220,$49200,$95300
10,5,Long Island Region, 49-0000,"Installation, Maintenance, and Repair Occupations",45600,$53510,$50610,$28250,$66140
10,5,Long Island Region, 49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",3550,$85400,$84200,$59910,$98140
10,5,Long Island Region, 49-2011,"Computer, Automated Teller, and Office Machine Repairers",1400,$46730,$45640,$30130,$55030
10,5,Long Island Region, 49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1830,$71180,$73640,$44500,$84510
10,5,Long Island Region, 49-2091,Avionics Technicians,n/a,$72950,$72000,$56430,$81210
10,5,Long Island Region, 49-2092,"Electric Motor, Power Tool, and Related Repairers",170,$51310,$50250,$34560,$59690
10,5,Long Island Region, 49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",250,$58510,$59820,$37810,$68860
10,5,Long Island Region, 49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",n/a,$41970,$39910,$31090,$47410
10,5,Long Island Region, 49-2097,Electronic Home Entertainment Equipment Installers and Repairers,350,$32830,$30710,$22580,$37950
10,5,Long Island Region, 49-2098,Security and Fire Alarm Systems Installers,1070,$51100,$49920,$37250,$58030
10,5,Long Island Region, 49-3011,Aircraft Mechanics and Service Technicians,290,$62290,$64100,$40300,$73290
10,5,Long Island Region, 49-3021,Automotive Body and Related Repairers,1590,$42650,$33030,$23750,$52100
10,5,Long Island Region, 49-3023,Automotive Service Technicians and Mechanics,6980,$46440,$43430,$21580,$58870
10,5,Long Island Region, 49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2120,$57650,$56090,$39870,$66540
10,5,Long Island Region, 49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",440,$65850,$62170,$46660,$75440
10,5,Long Island Region, 49-3051,Motorboat Mechanics and Service Technicians,400,$44670,$46020,$26140,$53940
10,5,Long Island Region, 49-3052,Motorcycle Mechanics,n/a,$52670,$55670,$42860,$57570
10,5,Long Island Region, 49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,320,$38380,$38550,$26800,$44170
10,5,Long Island Region, 49-3093,Tire Repairers and Changers,180,$31800,$29280,$22740,$36320
10,5,Long Island Region, 49-9011,Mechanical Door Repairers,n/a,$60670,$65710,$42310,$69850
10,5,Long Island Region, 49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",560,$79110,$83400,$59480,$88920
10,5,Long Island Region, 49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3690,$60660,$57870,$43110,$69430
10,5,Long Island Region, 49-9031,Home Appliance Repairers,880,$34080,$27220,$22350,$39940
10,5,Long Island Region, 49-9041,Industrial Machinery Mechanics,1120,$57920,$57360,$39900,$66930
10,5,Long Island Region, 49-9043,"Maintenance Workers, Machinery",480,$47580,$45230,$29080,$56830
10,5,Long Island Region, 49-9051,Electrical Power-Line Installers and Repairers,780,$75630,$77650,$49210,$88840
10,5,Long Island Region, 49-9052,Telecommunications Line Installers and Repairers,860,$86090,$93420,$68390,$94950
10,5,Long Island Region, 49-9061,Camera and Photographic Equipment Repairers,n/a,$57290,$57910,$55810,$58020
10,5,Long Island Region, 49-9062,Medical Equipment Repairers,270,$57680,$52870,$36530,$68250
10,5,Long Island Region, 49-9063,Musical Instrument Repairers and Tuners,130,$36620,$28810,$22010,$43930
10,5,Long Island Region, 49-9069,"Precision Instrument and Equipment Repairers, All Other",130,$42870,$34400,$22170,$53230
10,5,Long Island Region, 49-9071,"Maintenance and Repair Workers, General",11640,$46640,$44570,$27600,$56170
10,5,Long Island Region, 49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",260,$34400,$31840,$23440,$39880
10,5,Long Island Region, 49-9094,Locksmiths and Safe Repairers,n/a,$54400,$48790,$34990,$64110
10,5,Long Island Region, 49-9096,Riggers,n/a,$59260,$55980,$33660,$72060
10,5,Long Island Region, 49-9098,"Helpers--Installation, Maintenance, and Repair Workers",1070,$30670,$31040,$20800,$35670
10,5,Long Island Region, 49-9099,"Installation, Maintenance, and Repair Workers, All Other",1610,$38350,$36710,$26800,$44120
10,5,Long Island Region, 51-0000,Production Occupations,52230,$40820,$35190,$22420,$50030
10,5,Long Island Region, 51-1011,First-Line Supervisors of Production and Operating Workers,4290,$73260,$71650,$46930,$86430
10,5,Long Island Region, 51-2021,"Coil Winders, Tapers, and Finishers",n/a,$42830,$44180,$25430,$51530
10,5,Long Island Region, 51-2022,Electrical and Electronic Equipment Assemblers,1860,$40930,$39300,$26120,$48340
10,5,Long Island Region, 51-2023,Electromechanical Equipment Assemblers,320,$41310,$40370,$33690,$45120
10,5,Long Island Region, 51-2041,Structural Metal Fabricators and Fitters,320,$48760,$51690,$25380,$60450
10,5,Long Island Region, 51-2092,Team Assemblers,5470,$32400,$28540,$21340,$37930
10,5,Long Island Region, 51-2099,"Assemblers and Fabricators, All Other",710,$34200,$32040,$24470,$39070
10,5,Long Island Region, 51-3011,Bakers,1280,$29750,$27620,$20870,$34190
10,5,Long Island Region, 51-3021,Butchers and Meat Cutters,920,$41260,$35580,$22260,$50760
10,5,Long Island Region, 51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",280,$34140,$27820,$20800,$40970
10,5,Long Island Region, 51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",n/a,$38820,$38610,$32400,$42030
10,5,Long Island Region, 51-3092,Food Batchmakers,1280,$25810,$23210,$20800,$28570
10,5,Long Island Region, 51-3093,Food Cooking Machine Operators and Tenders,470,$26710,$25670,$22000,$29070
10,5,Long Island Region, 51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",820,$41640,$39250,$30990,$46970
10,5,Long Island Region, 51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",160,$61420,$60880,$43950,$70160
10,5,Long Island Region, 51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",100,$37280,$31930,$28430,$41710
10,5,Long Island Region, 51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,$41540,$39030,$29100,$47750
10,5,Long Island Region, 51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,$45610,$43050,$36850,$50000
10,5,Long Island Region, 51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",690,$38100,$34270,$23970,$45170
10,5,Long Island Region, 51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,$37570,$35230,$26070,$43320
10,5,Long Island Region, 51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",280,$39360,$38260,$27230,$45430
10,5,Long Island Region, 51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,$41730,$37780,$27930,$48630
10,5,Long Island Region, 51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",130,$43510,$43560,$31880,$49330
10,5,Long Island Region, 51-4041,Machinists,2140,$50600,$48840,$32380,$59700
10,5,Long Island Region, 51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",300,$35990,$34050,$23250,$42360
10,5,Long Island Region, 51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",460,$34960,$32930,$24790,$40040
10,5,Long Island Region, 51-4111,Tool and Die Makers,220,$65470,$62400,$51580,$72410
10,5,Long Island Region, 51-4121,"Welders, Cutters, Solderers, and Brazers",1260,$54810,$51010,$31370,$66530
10,5,Long Island Region, 51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",n/a,$35700,$31540,$23000,$42060
10,5,Long Island Region, 51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",110,$30270,$29640,$26520,$32140
10,5,Long Island Region, 51-4192,"Layout Workers, Metal and Plastic",n/a,$30460,$25120,$21020,$35190
10,5,Long Island Region, 51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",180,$36260,$33350,$25580,$41590
10,5,Long Island Region, 51-4194,"Tool Grinders, Filers, and Sharpeners",n/a,$38530,$37720,$35460,$40060
10,5,Long Island Region, 51-4199,"Metal Workers and Plastic Workers, All Other",n/a,$26830,$22780,$20800,$30210
10,5,Long Island Region, 51-5111,Prepress Technician and Workers,430,$44130,$43740,$25480,$53460
10,5,Long Island Region, 51-5112,Printing Press Operators,1460,$41700,$41330,$21970,$51560
10,5,Long Island Region, 51-5113,Print Binding and Finishing Workers,430,$41730,$41770,$27430,$48890
10,5,Long Island Region, 51-6011,Laundry and Dry-Cleaning Workers,2430,$25290,$21620,$20800,$28080
10,5,Long Island Region, 51-6021,"Pressers, Textile, Garment, and Related Materials",320,$20860,$20800,$20800,$21570
10,5,Long Island Region, 51-6031,Sewing Machine Operators,1010,$26980,$24160,$21240,$29850
10,5,Long Island Region, 51-6051,"Sewers, Hand",n/a,$24340,$20800,$20800,$26840
10,5,Long Island Region, 51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",n/a,$27950,$25420,$20800,$31530
10,5,Long Island Region, 51-6092,Fabric and Apparel Patternmakers,n/a,$70710,$72910,$47110,$82510
10,5,Long Island Region, 51-6093,Upholsterers,170,$43120,$45680,$25560,$51900
10,5,Long Island Region, 51-6099,"Textile, Apparel, and Furnishings Workers, All Other",n/a,$49320,$48910,$41430,$53260
10,5,Long Island Region, 51-7011,Cabinetmakers and Bench Carpenters,750,$39920,$36050,$27450,$46150
10,5,Long Island Region, 51-7021,Furniture Finishers,280,$34880,$30890,$23770,$40440
10,5,Long Island Region, 51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",n/a,$48350,$53770,$34250,$55410
10,5,Long Island Region, 51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",610,$42310,$35400,$21350,$52790
10,5,Long Island Region, 51-8013,Power Plant Operators,n/a,$92420,$87780,$71150,$103060
10,5,Long Island Region, 51-8021,Stationary Engineers and Boiler Operators,300,$65860,$64330,$51080,$73250
10,5,Long Island Region, 51-8031,Water and Wastewater Treatment Plant and System Operators,640,$61170,$59720,$42970,$70270
10,5,Long Island Region, 51-8092,Gas Plant Operators,n/a,$72970,$75450,$53270,$82830
10,5,Long Island Region, 51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",210,$43320,$39840,$30430,$49760
10,5,Long Island Region, 51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",110,$41230,$41680,$29500,$47100
10,5,Long Island Region, 51-9022,"Grinding and Polishing Workers, Hand",130,$31310,$28400,$22650,$35640
10,5,Long Island Region, 51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",2230,$34490,$30840,$22470,$40500
10,5,Long Island Region, 51-9031,"Cutters and Trimmers, Hand",100,$33700,$34590,$23680,$38700
10,5,Long Island Region, 51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",320,$36180,$35120,$24430,$42050
10,5,Long Island Region, 51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",460,$28800,$24480,$20800,$33370
10,5,Long Island Region, 51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",4230,$47990,$45720,$29370,$57300
10,5,Long Island Region, 51-9071,Jewelers and Precious Stone and Metal Workers,310,$53020,$50720,$30520,$64280
10,5,Long Island Region, 51-9081,Dental Laboratory Technicians,390,$58350,$50830,$31600,$71720
10,5,Long Island Region, 51-9082,Medical Appliance Technicians,150,$49030,$51680,$30480,$58310
10,5,Long Island Region, 51-9083,Ophthalmic Laboratory Technicians,380,$37890,$37830,$26280,$43700
10,5,Long Island Region, 51-9111,Packaging and Filling Machine Operators and Tenders,3000,$29930,$25390,$20900,$34450
10,5,Long Island Region, 51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",320,$36320,$35480,$24210,$42370
10,5,Long Island Region, 51-9122,"Painters, Transportation Equipment",470,$57780,$60690,$39210,$67070
10,5,Long Island Region, 51-9123,"Painting, Coating, and Decorating Workers",170,$33030,$32030,$20800,$39180
10,5,Long Island Region, 51-9151,Photographic Process Workers and Processing Machine Operators,130,$41600,$36110,$21830,$51480
10,5,Long Island Region, 51-9191,Adhesive Bonding Machine Operators and Tenders,n/a,$37160,$36580,$26330,$42570
10,5,Long Island Region, 51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",n/a,$33190,$30940,$23190,$38190
10,5,Long Island Region, 51-9194,Etchers and Engravers,n/a,$40090,$41300,$30600,$44840
10,5,Long Island Region, 51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",180,$36680,$34210,$26550,$41740
10,5,Long Island Region, 51-9196,"Paper Goods Machine Setters, Operators, and Tenders",620,$32190,$28530,$22510,$37030
10,5,Long Island Region, 51-9198,Helpers--Production Workers,1690,$25570,$22440,$20800,$28410
10,5,Long Island Region, 51-9199,"Production Workers, All Other",n/a,$37890,$36210,$26520,$43580
10,5,Long Island Region, 53-0000,Transportation and Material Moving Occupations,72580,$41170,$35710,$22520,$50490
10,5,Long Island Region, 53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1380,$57050,$57200,$32790,$69190
10,5,Long Island Region, 53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,1400,$73320,$69060,$48160,$85900
10,5,Long Island Region, 53-2012,Commercial Pilots,410,$92400,$75220,$52380,$112400
10,5,Long Island Region, 53-2021,Air Traffic Controllers,740,$147600,$163090,$92160,$175330
10,5,Long Island Region, 53-2022,Airfield Operations Specialists,n/a,$52650,$47030,$38600,$59670
10,5,Long Island Region, 53-2031,Flight Attendants,n/a,$66090,$49360,$35740,$81270
10,5,Long Island Region, 53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",480,$30030,$28180,$23120,$33480
10,5,Long Island Region, 53-3021,"Bus Drivers, Transit and Intercity",1570,$55910,$52990,$41550,$63100
10,5,Long Island Region, 53-3022,"Bus Drivers, School or Special Client",9710,$40820,$40260,$31520,$45460
10,5,Long Island Region, 53-3031,Driver/Sales Workers,4170,$30230,$20800,$20800,$35500
10,5,Long Island Region, 53-3032,Heavy and Tractor-Trailer Truck Drivers,9940,$57190,$56350,$37480,$67050
10,5,Long Island Region, 53-3033,Light Truck or Delivery Services Drivers,7690,$42220,$37640,$24660,$51000
10,5,Long Island Region, 53-3041,Taxi Drivers and Chauffeurs,2000,$33290,$28010,$21840,$39020
10,5,Long Island Region, 53-3099,"Motor Vehicle Operators, All Other",440,$29440,$25710,$23550,$32380
10,5,Long Island Region, 53-5011,Sailors and Marine Oilers,520,$40640,$35350,$24510,$48710
10,5,Long Island Region, 53-5021,"Captains, Mates, and Pilots of Water Vessels",360,$58150,$60010,$36830,$68810
10,5,Long Island Region, 53-6021,Parking Lot Attendants,1740,$27150,$24460,$20800,$30660
10,5,Long Island Region, 53-6031,Automotive and Watercraft Service Attendants,880,$25820,$23930,$20930,$28270
10,5,Long Island Region, 53-6041,Traffic Technicians,n/a,$59080,$60410,$42980,$67130
10,5,Long Island Region, 53-6051,Transportation Inspectors,130,$95820,$101230,$59850,$113810
10,5,Long Island Region, 53-6061,"Transportation Attendants, Except Flight Attendants",100,$33290,$24700,$21960,$38950
10,5,Long Island Region, 53-6099,"Transportation Workers, All Other",n/a,$29160,$27700,$22370,$32560
10,5,Long Island Region, 53-7032,Excavating and Loading Machine and Dragline Operators,160,$50320,$48720,$38920,$56020
10,5,Long Island Region, 53-7051,Industrial Truck and Tractor Operators,2030,$42240,$40670,$30590,$48070
10,5,Long Island Region, 53-7061,Cleaners of Vehicles and Equipment,3220,$26850,$22440,$20800,$30430
10,5,Long Island Region, 53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",17130,$30720,$27120,$21750,$35200
10,5,Long Island Region, 53-7063,Machine Feeders and Offbearers,150,$30330,$29060,$22390,$34300
10,5,Long Island Region, 53-7064,"Packers and Packagers, Hand",4330,$26640,$23830,$20800,$29920
10,5,Long Island Region, 53-7081,Refuse and Recyclable Material Collectors,1190,$56470,$52670,$37820,$65800
10,6,Mohawk Valley Region, 00-0000,"Total, All Occupations",187430,$44100,$34720,$21730,$55280
10,6,Mohawk Valley Region, 11-0000,Management Occupations,7080,$101650,$88330,$56990,$123980
10,6,Mohawk Valley Region, 11-1011,Chief Executives,300,$144710,$123410,$100880,$166630
10,6,Mohawk Valley Region, 11-1021,General and Operations Managers,2600,$104160,$81730,$49550,$131470
10,6,Mohawk Valley Region, 11-1031,Legislators,540,$89000,$90870,$79610,$93700
10,6,Mohawk Valley Region, 11-2011,Advertising and Promotions Managers,n/a,$107510,$83020,$55660,$133430
10,6,Mohawk Valley Region, 11-2021,Marketing Managers,70,$153340,$126280,$80730,$189640
10,6,Mohawk Valley Region, 11-2022,Sales Managers,150,$147000,$136710,$89920,$175550
10,6,Mohawk Valley Region, 11-3011,Administrative Services Managers,180,$101760,$95720,$69420,$117930
10,6,Mohawk Valley Region, 11-3021,Computer and Information Systems Managers,140,$111990,$100840,$76300,$129840
10,6,Mohawk Valley Region, 11-3031,Financial Managers,540,$111720,$94980,$73150,$131010
10,6,Mohawk Valley Region, 11-3051,Industrial Production Managers,90,$89440,$78620,$54480,$106930
10,6,Mohawk Valley Region, 11-3061,Purchasing Managers,n/a,$107100,$103110,$80810,$120250
10,6,Mohawk Valley Region, 11-3071,"Transportation, Storage, and Distribution Managers",n/a,$90370,$83710,$69740,$100690
10,6,Mohawk Valley Region, 11-3121,Human Resources Managers,80,$114940,$99120,$72440,$136190
10,6,Mohawk Valley Region, 11-3131,Training and Development Managers,n/a,$95690,$93460,$72100,$107490
10,6,Mohawk Valley Region, 11-9031,"Education Administrators, Preschool and Childcare Center/Program",90,$60120,$43360,$33430,$73460
10,6,Mohawk Valley Region, 11-9032,"Education Administrators, Elementary and Secondary School",380,$96650,$94580,$73420,$108260
10,6,Mohawk Valley Region, 11-9033,"Education Administrators, Postsecondary",240,$98870,$89280,$56490,$120060
10,6,Mohawk Valley Region, 11-9039,"Education Administrators, All Other",n/a,$80560,$77620,$62230,$89730
10,6,Mohawk Valley Region, 11-9041,Architectural and Engineering Managers,n/a,$131970,$122480,$94730,$150600
10,6,Mohawk Valley Region, 11-9051,Food Service Managers,120,$60410,$58120,$42690,$69260
10,6,Mohawk Valley Region, 11-9111,Medical and Health Services Managers,510,$101750,$88310,$68080,$118580
10,6,Mohawk Valley Region, 11-9131,Postmasters and Mail Superintendents,60,$72530,$72350,$62350,$77620
10,6,Mohawk Valley Region, 11-9141,"Property, Real Estate, and Community Association Managers",50,$84060,$75640,$60820,$95680
10,6,Mohawk Valley Region, 11-9151,Social and Community Service Managers,240,$78040,$74380,$51480,$91320
10,6,Mohawk Valley Region, 11-9161,Emergency Management Directors,n/a,$72190,$69510,$42220,$87180
10,6,Mohawk Valley Region, 11-9199,"Managers, All Other",250,$68490,$61190,$37960,$83760
10,6,Mohawk Valley Region, 13-0000,Business and Financial Operations Occupations,6880,$64640,$56770,$38340,$77790
10,6,Mohawk Valley Region, 13-1022,"Wholesale and Retail Buyers, Except Farm Products",90,$51480,$45390,$33240,$60590
10,6,Mohawk Valley Region, 13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",310,$62240,$58120,$40350,$73180
10,6,Mohawk Valley Region, 13-1031,"Claims Adjusters, Examiners, and Investigators",990,$52460,$47610,$36340,$60520
10,6,Mohawk Valley Region, 13-1041,Compliance Officers,390,$57210,$56580,$42250,$64690
10,6,Mohawk Valley Region, 13-1051,Cost Estimators,170,$59080,$50990,$41170,$68030
10,6,Mohawk Valley Region, 13-1071,Human Resources Specialists,460,$57820,$53750,$39370,$67050
10,6,Mohawk Valley Region, 13-1075,Labor Relations Specialists,100,$79570,$70760,$49410,$94650
10,6,Mohawk Valley Region, 13-1081,Logisticians,n/a,$70850,$62840,$51480,$80530
10,6,Mohawk Valley Region, 13-1111,Management Analysts,270,$71620,$68510,$52280,$81300
10,6,Mohawk Valley Region, 13-1121,"Meeting, Convention, and Event Planners",120,$53460,$41880,$28300,$66040
10,6,Mohawk Valley Region, 13-1131,Fundraisers,90,$58860,$49770,$33290,$71640
10,6,Mohawk Valley Region, 13-1141,"Compensation, Benefits, and Job Analysis Specialists",60,$62280,$61810,$43810,$71510
10,6,Mohawk Valley Region, 13-1151,Training and Development Specialists,250,$56930,$52580,$38850,$65970
10,6,Mohawk Valley Region, 13-1161,Market Research Analysts and Marketing Specialists,360,$62640,$55630,$36450,$75730
10,6,Mohawk Valley Region, 13-1199,"Business Operations Specialists, All Other",230,$70870,$69300,$47460,$82580
10,6,Mohawk Valley Region, 13-2011,Accountants and Auditors,1040,$70290,$62620,$41550,$84660
10,6,Mohawk Valley Region, 13-2021,Appraisers and Assessors of Real Estate,130,$55560,$47910,$29080,$68800
10,6,Mohawk Valley Region, 13-2031,Budget Analysts,n/a,$69510,$71610,$46660,$80930
10,6,Mohawk Valley Region, 13-2041,Credit Analysts,n/a,$88170,$74730,$40560,$111980
10,6,Mohawk Valley Region, 13-2051,Financial Analysts,210,$86420,$64380,$48940,$105160
10,6,Mohawk Valley Region, 13-2052,Personal Financial Advisors,120,$148480,$119800,$49750,$197850
10,6,Mohawk Valley Region, 13-2053,Insurance Underwriters,500,$81540,$79870,$48060,$98270
10,6,Mohawk Valley Region, 13-2071,Credit Counselors,70,$43870,$40890,$34810,$48400
10,6,Mohawk Valley Region, 13-2072,Loan Officers,330,$57140,$51540,$40940,$65250
10,6,Mohawk Valley Region, 13-2081,"Tax Examiners and Collectors, and Revenue Agents",n/a,$53780,$46670,$36090,$62630
10,6,Mohawk Valley Region, 13-2099,"Financial Specialists, All Other",170,$71670,$66500,$40210,$87400
10,6,Mohawk Valley Region, 15-0000,Computer and Mathematical Occupations,2970,$72680,$67530,$41150,$88440
10,6,Mohawk Valley Region, 15-1111,Computer and Information Research Scientists,130,$99540,$97390,$76610,$111000
10,6,Mohawk Valley Region, 15-1121,Computer Systems Analysts,340,$75180,$70300,$49190,$88170
10,6,Mohawk Valley Region, 15-1122,Information Security Analysts,60,$89060,$75900,$49270,$108960
10,6,Mohawk Valley Region, 15-1131,Computer Programmers,260,$71730,$69430,$47440,$83880
10,6,Mohawk Valley Region, 15-1132,"Software Developers, Applications",320,$82820,$77340,$57240,$95610
10,6,Mohawk Valley Region, 15-1133,"Software Developers, Systems Software",230,$107440,$106500,$75390,$123460
10,6,Mohawk Valley Region, 15-1134,Web Developers,170,$65640,$64350,$35920,$80500
10,6,Mohawk Valley Region, 15-1141,Database Administrators,70,$63670,$53020,$39990,$75510
10,6,Mohawk Valley Region, 15-1142,Network and Computer Systems Administrators,310,$66110,$62930,$45750,$76300
10,6,Mohawk Valley Region, 15-1143,Computer Network Architects,70,$92840,$82190,$64480,$107020
10,6,Mohawk Valley Region, 15-1151,Computer User Support Specialists,580,$46640,$44290,$32840,$53540
10,6,Mohawk Valley Region, 15-1152,Computer Network Support Specialists,170,$60180,$50100,$34450,$73050
10,6,Mohawk Valley Region, 15-1199,"Computer Occupations, All Other",60,$73370,$75870,$53160,$83470
10,6,Mohawk Valley Region, 15-2011,Actuaries,n/a,$106010,$99070,$61170,$128430
10,6,Mohawk Valley Region, 15-2031,Operations Research Analysts,60,$76590,$61740,$45270,$92250
10,6,Mohawk Valley Region, 17-0000,Architecture and Engineering Occupations,1700,$76800,$71720,$45220,$92590
10,6,Mohawk Valley Region, 17-1011,"Architects, Except Landscape and Naval",n/a,$83800,$84270,$52410,$99500
10,6,Mohawk Valley Region, 17-1012,Landscape Architects,n/a,$49870,$46460,$44670,$52470
10,6,Mohawk Valley Region, 17-2051,Civil Engineers,190,$78500,$76510,$64730,$85390
10,6,Mohawk Valley Region, 17-2061,Computer Hardware Engineers,70,$112400,$115480,$83610,$126800
10,6,Mohawk Valley Region, 17-2071,Electrical Engineers,160,$95870,$85670,$62950,$112320
10,6,Mohawk Valley Region, 17-2081,Environmental Engineers,60,$87070,$86140,$60610,$100300
10,6,Mohawk Valley Region, 17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",n/a,$67750,$67300,$42940,$80160
10,6,Mohawk Valley Region, 17-2112,Industrial Engineers,160,$78840,$75500,$54300,$91110
10,6,Mohawk Valley Region, 17-2131,Materials Engineers,n/a,$91790,$82270,$66250,$104550
10,6,Mohawk Valley Region, 17-2141,Mechanical Engineers,220,$74810,$70150,$50810,$86810
10,6,Mohawk Valley Region, 17-3011,Architectural and Civil Drafters,n/a,$42200,$37360,$30640,$47990
10,6,Mohawk Valley Region, 17-3013,Mechanical Drafters,60,$47030,$46790,$37560,$51770
10,6,Mohawk Valley Region, 17-3022,Civil Engineering Technicians,n/a,$45740,$44930,$36690,$50270
10,6,Mohawk Valley Region, 17-3023,Electrical and Electronic Engineering Technicians,60,$53610,$51300,$34130,$63350
10,6,Mohawk Valley Region, 17-3026,Industrial Engineering Technicians,n/a,$57330,$55080,$42620,$64680
10,6,Mohawk Valley Region, 17-3027,Mechanical Engineering Technicians,n/a,$47520,$47170,$43390,$49580
10,6,Mohawk Valley Region, 17-3029,"Engineering Technicians, Except Drafters, All Other",n/a,$52510,$54460,$40720,$58410
10,6,Mohawk Valley Region, 17-3031,Surveying and Mapping Technicians,n/a,$47080,$45490,$32400,$54410
10,6,Mohawk Valley Region, 19-0000,"Life, Physical, and Social Science Occupations",790,$63120,$54170,$33400,$77980
10,6,Mohawk Valley Region, 19-1023,Zoologists and Wildlife Biologists,n/a,$44970,$42150,$35540,$49680
10,6,Mohawk Valley Region, 19-1031,Conservation Scientists,n/a,$74590,$74580,$66010,$78880
10,6,Mohawk Valley Region, 19-1032,Foresters,n/a,$63640,$66660,$45870,$72520
10,6,Mohawk Valley Region, 19-1042,"Medical Scientists, Except Epidemiologists",n/a,$83760,$88820,$56780,$97260
10,6,Mohawk Valley Region, 19-2012,Physicists,n/a,$121240,$119530,$96370,$133670
10,6,Mohawk Valley Region, 19-2031,Chemists,n/a,$47080,$45940,$35540,$52850
10,6,Mohawk Valley Region, 19-2041,"Environmental Scientists and Specialists, Including Health",n/a,$85780,$77270,$45890,$105730
10,6,Mohawk Valley Region, 19-2042,"Geoscientists, Except Hydrologists and Geographers",n/a,$66430,$70390,$44250,$77510
10,6,Mohawk Valley Region, 19-3011,Economists,n/a,$80080,$82830,$58840,$90710
10,6,Mohawk Valley Region, 19-3031,"Clinical, Counseling, and School Psychologists",190,$88290,$77610,$54210,$105330
10,6,Mohawk Valley Region, 19-3051,Urban and Regional Planners,n/a,$75270,$73860,$53280,$86270
10,6,Mohawk Valley Region, 19-3093,Historians,60,$29850,$28970,$27780,$30890
10,6,Mohawk Valley Region, 19-4021,Biological Technicians,n/a,$38860,$37220,$34250,$41160
10,6,Mohawk Valley Region, 19-4031,Chemical Technicians,n/a,$44270,$41110,$36020,$48400
10,6,Mohawk Valley Region, 19-4091,"Environmental Science and Protection Technicians, Including Health",n/a,$48750,$47950,$40840,$52710
