index,Rank,Probability,SOC_Code,Occupation,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Grand Total
333,346.0,0.63,19-2042,"Geoscientists, Except Hydrologists and Geographers",280.0,460.0,390.0,60.0,3910.0,2180.0,130.0,60.0,,570.0,280.0,,50.0,110.0,290.0,280.0,70.0,260.0,220.0,1100.0,110.0,440.0,170.0,400.0,220.0,360.0,210.0,240.0,70.0,720.0,90.0,290.0,350.0,940.0,440.0,50.0,350.0,1090.0,300.0,1030.0,,120.0,170.0,70.0,220.0,9070.0,210.0,50.0,,400.0,1070.0,90.0,,200.0,30240.0
334,347.0,0.63,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",1390.0,130.0,610.0,330.0,3690.0,1090.0,440.0,140.0,,1060.0,1240.0,,60.0,240.0,1160.0,720.0,550.0,400.0,540.0,650.0,180.0,1580.0,860.0,1530.0,430.0,390.0,510.0,90.0,320.0,200.0,130.0,560.0,740.0,4310.0,1350.0,160.0,1320.0,950.0,630.0,1050.0,90.0,260.0,260.0,230.0,890.0,8820.0,500.0,150.0,,1090.0,510.0,350.0,600.0,340.0,45820.0
335,349.0,0.63,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,16320.0,1740.0,19140.0,9470.0,93570.0,15160.0,7870.0,3380.0,3710.0,62790.0,27860.0,310.0,5060.0,3450.0,31790.0,22240.0,8800.0,10180.0,14640.0,17240.0,3620.0,18620.0,18810.0,27660.0,15090.0,9120.0,21530.0,3450.0,6660.0,9380.0,3480.0,18710.0,7860.0,46410.0,35780.0,2560.0,34680.0,13860.0,11270.0,31310.0,9280.0,3220.0,16290.0,1900.0,17250.0,79620.0,8070.0,1770.0,190.0,25810.0,19140.0,5240.0,13840.0,2170.0,918370.0
336,350.0,0.63,47-4011,Construction and Building Inspectors,1170.0,310.0,2100.0,630.0,10810.0,2040.0,960.0,500.0,270.0,6650.0,1860.0,,750.0,370.0,2540.0,1210.0,640.0,600.0,910.0,880.0,480.0,2410.0,2340.0,2110.0,1100.0,390.0,1730.0,330.0,310.0,730.0,310.0,4210.0,470.0,7240.0,3960.0,230.0,2650.0,1670.0,1050.0,5600.0,410.0,170.0,890.0,260.0,1480.0,7440.0,980.0,170.0,,4510.0,2930.0,340.0,1090.0,200.0,95390.0
337,351.0,0.64,51-9031,"Cutters and Trimmers, Hand",400.0,,,,2770.0,110.0,60.0,,,190.0,540.0,,50.0,30.0,490.0,390.0,60.0,190.0,70.0,50.0,30.0,90.0,210.0,230.0,370.0,340.0,140.0,,120.0,,,360.0,,850.0,1040.0,,300.0,120.0,260.0,180.0,40.0,,150.0,70.0,410.0,730.0,470.0,80.0,,130.0,,50.0,590.0,,12760.0
338,352.0,0.64,49-9071,"Maintenance and Repair Workers, General",13740.0,4320.0,24320.0,12000.0,120570.0,22020.0,10510.0,3530.0,4820.0,83440.0,43310.0,830.0,7190.0,5900.0,58940.0,33090.0,14430.0,13490.0,19270.0,26770.0,4630.0,21890.0,23410.0,41710.0,22170.0,12300.0,30930.0,4590.0,8690.0,14120.0,4380.0,31180.0,8470.0,102010.0,40760.0,3890.0,53720.0,15360.0,14610.0,57500.0,6600.0,4070.0,25690.0,2690.0,29710.0,110920.0,11150.0,2720.0,780.0,32020.0,31340.0,10200.0,30430.0,3560.0,1340690.0
339,353.0,0.64,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",120.0,,340.0,380.0,1610.0,210.0,210.0,80.0,,550.0,530.0,,50.0,60.0,540.0,90.0,70.0,50.0,380.0,260.0,130.0,200.0,140.0,470.0,140.0,90.0,180.0,60.0,70.0,150.0,120.0,290.0,140.0,1410.0,,,460.0,180.0,420.0,850.0,50.0,70.0,110.0,,300.0,1210.0,160.0,50.0,,510.0,320.0,110.0,80.0,,14000.0
340,354.0,0.64,43-5081,Stock Clerks and Order Fillers,23870.0,4080.0,37740.0,17540.0,239980.0,32200.0,23150.0,5440.0,2740.0,135660.0,59880.0,1220.0,8630.0,6810.0,105570.0,38810.0,19140.0,20720.0,28210.0,23680.0,8750.0,39610.0,48980.0,58270.0,33440.0,17330.0,33940.0,5230.0,13790.0,18740.0,13710.0,67850.0,10050.0,112890.0,58220.0,5710.0,84580.0,21280.0,19690.0,89700.0,16890.0,7270.0,27320.0,6030.0,53930.0,165180.0,17520.0,2680.0,930.0,56770.0,35820.0,9550.0,35190.0,3450.0,2035360.0
341,355.0,0.64,51-8012,Power Distributors and Dispatchers,440.0,60.0,180.0,260.0,1080.0,180.0,200.0,90.0,,340.0,320.0,,40.0,110.0,590.0,210.0,120.0,70.0,150.0,,,120.0,170.0,280.0,200.0,190.0,200.0,90.0,180.0,,60.0,260.0,140.0,270.0,180.0,,820.0,150.0,290.0,560.0,,,,,120.0,860.0,140.0,,,470.0,380.0,350.0,90.0,70.0,11080.0
342,356.0,0.64,47-2132,"Insulation Workers, Mechanical",280.0,210.0,,160.0,1590.0,700.0,190.0,200.0,,1310.0,860.0,,130.0,,370.0,710.0,830.0,,220.0,2790.0,160.0,420.0,490.0,,930.0,380.0,310.0,60.0,140.0,100.0,,200.0,60.0,1110.0,790.0,260.0,940.0,380.0,440.0,370.0,,,600.0,40.0,440.0,3470.0,350.0,,,1140.0,590.0,130.0,390.0,370.0,25610.0
343,357.0,0.65,19-4061,Social Science Research Assistants,,40.0,1810.0,240.0,2810.0,290.0,110.0,30.0,3620.0,340.0,750.0,,120.0,,830.0,1180.0,110.0,,80.0,90.0,170.0,590.0,1240.0,530.0,160.0,,190.0,,300.0,150.0,,250.0,,6340.0,1210.0,,320.0,140.0,320.0,1020.0,,,220.0,,260.0,1400.0,470.0,,,900.0,330.0,420.0,380.0,,29760.0
344,358.0,0.65,51-4041,Machinists,6410.0,220.0,5910.0,2680.0,34860.0,4250.0,7660.0,420.0,140.0,9680.0,7310.0,,260.0,1340.0,33940.0,17420.0,4150.0,4420.0,6140.0,5030.0,1360.0,3110.0,7660.0,26540.0,12820.0,1940.0,6500.0,400.0,4000.0,620.0,2170.0,4490.0,680.0,13890.0,10720.0,700.0,27560.0,5540.0,3600.0,19120.0,810.0,1490.0,10910.0,960.0,7580.0,26450.0,3400.0,600.0,,6460.0,9970.0,1840.0,15210.0,580.0,391920.0
345,360.0,0.65,25-4021,Librarians,2100.0,430.0,1800.0,1320.0,9200.0,2220.0,2270.0,410.0,1160.0,5970.0,3200.0,60.0,550.0,600.0,6070.0,2170.0,1430.0,1420.0,2240.0,1750.0,750.0,2940.0,4670.0,3110.0,1690.0,1450.0,2590.0,590.0,1040.0,720.0,1010.0,4980.0,780.0,11860.0,4530.0,450.0,3840.0,1470.0,1220.0,5100.0,1570.0,690.0,1920.0,530.0,2610.0,10370.0,770.0,750.0,60.0,4100.0,3130.0,760.0,2180.0,400.0,131000.0
346,361.0,0.65,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,360.0,50.0,2020.0,230.0,2190.0,980.0,230.0,,,2630.0,880.0,40.0,,210.0,1650.0,650.0,350.0,150.0,370.0,220.0,70.0,230.0,200.0,390.0,590.0,,630.0,,90.0,250.0,240.0,290.0,,1500.0,650.0,220.0,1100.0,310.0,470.0,650.0,360.0,,210.0,110.0,370.0,1830.0,220.0,180.0,,350.0,210.0,,410.0,70.0,25410.0
347,362.0,0.65,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",5190.0,300.0,6590.0,2790.0,25360.0,4880.0,3840.0,1860.0,330.0,28700.0,9220.0,180.0,800.0,1880.0,6640.0,5760.0,4300.0,2200.0,3800.0,4130.0,1870.0,5930.0,8090.0,8170.0,2770.0,1870.0,5520.0,920.0,1990.0,1770.0,1850.0,10110.0,1200.0,15930.0,11770.0,970.0,10770.0,3320.0,2430.0,13160.0,1290.0,650.0,5530.0,990.0,7570.0,24300.0,3260.0,890.0,,10720.0,4070.0,1790.0,5490.0,480.0,296190.0
348,363.0,0.65,53-7041,Hoist and Winch Operators,70.0,,,80.0,80.0,,,,,100.0,,,,,,,,,160.0,,,150.0,40.0,,120.0,,60.0,,50.0,,,,,130.0,,50.0,120.0,,90.0,200.0,,,,,30.0,120.0,,,,90.0,,30.0,90.0,50.0,1910.0
349,364.0,0.66,37-2021,Pest Control Workers,2000.0,,1980.0,1070.0,9490.0,600.0,430.0,260.0,30.0,10530.0,4230.0,40.0,660.0,210.0,1420.0,970.0,440.0,750.0,850.0,1480.0,220.0,1290.0,1220.0,850.0,460.0,890.0,1190.0,60.0,260.0,600.0,240.0,1420.0,340.0,2910.0,3470.0,,1610.0,900.0,410.0,2190.0,330.0,190.0,2070.0,,2120.0,5840.0,410.0,70.0,,2350.0,950.0,320.0,490.0,50.0,73160.0
350,365.0,0.66,51-9198,Helpers–Production Workers,17170.0,290.0,3650.0,9550.0,45560.0,5120.0,2880.0,340.0,,8320.0,15600.0,80.0,720.0,1620.0,15520.0,17760.0,6580.0,5560.0,8190.0,6030.0,2020.0,3600.0,8210.0,20130.0,11000.0,6200.0,9800.0,400.0,3420.0,1280.0,2020.0,5950.0,1260.0,10330.0,18610.0,450.0,18450.0,5020.0,3850.0,20920.0,1570.0,2780.0,6710.0,30.0,21500.0,44700.0,4270.0,550.0,,6210.0,6570.0,1690.0,10960.0,540.0,431540.0
351,366.0,0.66,43-9111,Statistical Assistants,80.0,,210.0,40.0,800.0,130.0,80.0,,370.0,330.0,210.0,,40.0,,660.0,740.0,180.0,80.0,30.0,80.0,50.0,240.0,560.0,230.0,70.0,50.0,220.0,40.0,120.0,,100.0,140.0,,650.0,480.0,,590.0,50.0,100.0,690.0,320.0,40.0,150.0,,40.0,670.0,90.0,,,70.0,480.0,,110.0,,10410.0
352,367.0,0.66,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",30520.0,6240.0,36490.0,16520.0,224110.0,36060.0,30550.0,8630.0,15030.0,121760.0,53000.0,920.0,13070.0,9130.0,86230.0,44630.0,23870.0,20770.0,24250.0,28240.0,10530.0,41550.0,53960.0,59850.0,45610.0,16990.0,43190.0,8190.0,14210.0,31090.0,9800.0,64260.0,12580.0,196790.0,55430.0,7050.0,85470.0,21170.0,24530.0,89770.0,29130.0,7060.0,30990.0,8330.0,36990.0,168060.0,21710.0,4970.0,940.0,63110.0,42890.0,8630.0,42760.0,5090.0,2192700.0
353,368.0,0.66,49-3051,Motorboat Mechanics and Service Technicians,260.0,140.0,270.0,180.0,1040.0,190.0,370.0,150.0,,3170.0,340.0,,30.0,100.0,450.0,270.0,150.0,170.0,330.0,150.0,220.0,650.0,820.0,1130.0,410.0,150.0,320.0,80.0,110.0,,150.0,490.0,,1260.0,720.0,130.0,380.0,200.0,180.0,270.0,,140.0,510.0,70.0,470.0,1350.0,230.0,90.0,70.0,420.0,790.0,,620.0,,20190.0
354,369.0,0.67,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",2360.0,,490.0,1620.0,5920.0,420.0,750.0,160.0,,2680.0,4410.0,,,360.0,3310.0,2380.0,920.0,510.0,2350.0,640.0,,830.0,1080.0,3370.0,1890.0,650.0,2700.0,,410.0,380.0,200.0,3190.0,,4770.0,4910.0,,4110.0,1690.0,1020.0,6600.0,250.0,170.0,3940.0,160.0,2020.0,5510.0,410.0,330.0,,2490.0,1730.0,120.0,8660.0,,92870.0
355,370.0,0.67,51-4071,Foundry Mold and Coremakers,130.0,,130.0,60.0,670.0,,120.0,,,110.0,,,,,430.0,590.0,400.0,160.0,,,,40.0,170.0,1160.0,260.0,230.0,220.0,,90.0,,190.0,310.0,,210.0,240.0,,1870.0,190.0,340.0,530.0,,,140.0,,300.0,520.0,200.0,,,,180.0,,1880.0,,12070.0
356,371.0,0.67,19-2021,Atmospheric and Space Scientists,,150.0,90.0,,700.0,1580.0,30.0,,60.0,460.0,80.0,,60.0,50.0,,70.0,90.0,100.0,90.0,60.0,70.0,590.0,480.0,120.0,250.0,60.0,140.0,100.0,110.0,90.0,70.0,120.0,150.0,470.0,160.0,,110.0,150.0,130.0,90.0,,,60.0,,120.0,650.0,160.0,,,400.0,270.0,,100.0,70.0,8960.0
357,372.0,0.67,53-3021,"Bus Drivers, Transit and Intercity",1270.0,320.0,3650.0,350.0,23350.0,3340.0,1650.0,480.0,260.0,10330.0,3520.0,130.0,2290.0,700.0,8290.0,1790.0,1580.0,400.0,2360.0,1170.0,400.0,6000.0,4510.0,3600.0,3660.0,730.0,2260.0,540.0,910.0,2560.0,240.0,6220.0,760.0,20880.0,3240.0,160.0,5860.0,1020.0,2180.0,5400.0,890.0,160.0,820.0,220.0,2540.0,12940.0,850.0,430.0,,4880.0,5990.0,500.0,1940.0,190.0,170710.0
358,373.0,0.67,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1340.0,310.0,1870.0,450.0,16110.0,4270.0,1500.0,310.0,220.0,7630.0,3400.0,100.0,1010.0,530.0,8330.0,3230.0,1980.0,1730.0,1120.0,920.0,520.0,2170.0,3390.0,3210.0,3000.0,290.0,3970.0,280.0,1060.0,1520.0,480.0,4560.0,790.0,8760.0,5020.0,610.0,6960.0,1010.0,2080.0,4920.0,160.0,340.0,1080.0,470.0,2870.0,13360.0,2160.0,320.0,30.0,,2680.0,540.0,3920.0,390.0,139280.0
359,374.0,0.67,49-9041,Industrial Machinery Mechanics,10510.0,560.0,3590.0,5040.0,23620.0,4980.0,2350.0,900.0,80.0,12160.0,11510.0,,710.0,1550.0,12160.0,12730.0,6660.0,4610.0,8620.0,7230.0,1380.0,3290.0,3620.0,18780.0,6870.0,4320.0,4000.0,700.0,2670.0,1360.0,2160.0,6850.0,2240.0,9850.0,10690.0,1160.0,19200.0,4210.0,4390.0,14860.0,3770.0,570.0,7930.0,1230.0,8560.0,30390.0,3220.0,610.0,,8920.0,6070.0,2780.0,9830.0,2200.0,338250.0
360,375.0,0.68,43-5052,Postal Service Mail Carriers,5320.0,460.0,5290.0,3040.0,34590.0,5250.0,4570.0,1030.0,1080.0,19660.0,9900.0,30.0,1100.0,1500.0,15300.0,7030.0,3920.0,3410.0,4460.0,4710.0,1550.0,6760.0,7980.0,11950.0,6420.0,3080.0,7540.0,860.0,2280.0,2430.0,1510.0,10340.0,1560.0,22430.0,10360.0,910.0,13190.0,3990.0,3610.0,14380.0,1020.0,1250.0,4780.0,950.0,6600.0,23990.0,2190.0,760.0,30.0,8290.0,6530.0,1730.0,6780.0,430.0,330110.0
361,376.0,0.68,47-5071,"Roustabouts, Oil and Gas",140.0,570.0,,420.0,3520.0,2570.0,,,,,,,,,180.0,150.0,,1180.0,130.0,2940.0,,,,320.0,,320.0,,390.0,40.0,,,,2160.0,30.0,,2960.0,760.0,4760.0,,1590.0,,,,,,22840.0,490.0,,,,60.0,900.0,,1390.0,50810.0
362,377.0,0.68,47-2011,Boilermakers,290.0,,70.0,120.0,430.0,70.0,180.0,,,700.0,520.0,,,,,1030.0,,30.0,530.0,1670.0,,60.0,290.0,210.0,60.0,330.0,,160.0,,40.0,80.0,200.0,280.0,320.0,270.0,,600.0,350.0,390.0,630.0,,,240.0,,280.0,2880.0,340.0,,,400.0,260.0,90.0,230.0,470.0,15100.0
363,378.0,0.68,17-3013,Mechanical Drafters,590.0,,750.0,240.0,3900.0,880.0,1900.0,130.0,,2460.0,1170.0,,70.0,170.0,3640.0,1450.0,880.0,1100.0,800.0,1000.0,750.0,1220.0,1530.0,4310.0,2260.0,400.0,1050.0,80.0,470.0,210.0,350.0,1370.0,190.0,3750.0,1510.0,140.0,2440.0,1110.0,830.0,3370.0,230.0,60.0,810.0,170.0,1240.0,4900.0,650.0,90.0,,2020.0,2250.0,150.0,2730.0,80.0,63850.0
364,379.0,0.68,29-2021,Dental Hygienists,3380.0,480.0,2410.0,1430.0,21490.0,4580.0,3810.0,640.0,390.0,11010.0,5980.0,,910.0,1510.0,8250.0,5010.0,2470.0,2380.0,2230.0,2000.0,1230.0,3560.0,5920.0,9880.0,4800.0,1250.0,3110.0,770.0,1240.0,1920.0,1250.0,5790.0,1190.0,10750.0,6200.0,690.0,7870.0,2020.0,3870.0,9740.0,,1070.0,2720.0,620.0,4000.0,12500.0,2650.0,740.0,,4970.0,5800.0,1020.0,5000.0,490.0,204990.0
365,380.0,0.69,53-3033,Light Truck or Delivery Services Drivers,11600.0,1760.0,14620.0,6330.0,99890.0,16950.0,10530.0,2300.0,1690.0,50660.0,26120.0,340.0,4680.0,3200.0,45750.0,17110.0,9280.0,8340.0,12460.0,14480.0,4450.0,21780.0,22200.0,27620.0,14750.0,7130.0,15380.0,3350.0,4770.0,7310.0,4520.0,26810.0,4620.0,43860.0,25120.0,2720.0,35060.0,8880.0,9120.0,34600.0,4300.0,3750.0,13390.0,2590.0,18810.0,65930.0,8380.0,2130.0,430.0,21150.0,18110.0,4830.0,16350.0,1510.0,863800.0
366,381.0,0.69,37-2012,Maids and Housekeeping Cleaners,8890.0,3080.0,14740.0,8100.0,99000.0,16720.0,8020.0,2120.0,4250.0,82510.0,24040.0,1270.0,11930.0,5120.0,33390.0,17520.0,10220.0,7050.0,12480.0,15100.0,4000.0,14480.0,18530.0,22840.0,15390.0,10740.0,18010.0,6220.0,6240.0,26320.0,4510.0,23170.0,7380.0,50790.0,31130.0,4230.0,26430.0,10640.0,14140.0,33230.0,3030.0,2800.0,16470.0,4420.0,21410.0,68440.0,8270.0,2150.0,700.0,24500.0,17580.0,6470.0,16170.0,3260.0,929640.0
367,382.0,0.69,51-9122,"Painters, Transportation Equipment",1130.0,40.0,990.0,970.0,6920.0,950.0,550.0,190.0,,3030.0,1990.0,50.0,210.0,280.0,2230.0,2310.0,660.0,550.0,440.0,950.0,300.0,420.0,640.0,1410.0,1140.0,430.0,1360.0,160.0,270.0,300.0,70.0,1000.0,180.0,1580.0,1630.0,180.0,2540.0,580.0,1040.0,2120.0,50.0,360.0,800.0,140.0,510.0,5070.0,470.0,40.0,,2120.0,2420.0,100.0,980.0,110.0,54960.0
368,383.0,0.7,43-4061,"Eligibility Interviewers, Government Programs",3240.0,500.0,1480.0,1620.0,25640.0,2620.0,1130.0,150.0,660.0,3920.0,4460.0,,680.0,450.0,2080.0,2000.0,1020.0,850.0,1370.0,240.0,560.0,1460.0,2610.0,4390.0,2410.0,1280.0,3820.0,140.0,750.0,580.0,470.0,810.0,970.0,10550.0,6550.0,380.0,4250.0,610.0,1500.0,9000.0,1180.0,440.0,450.0,450.0,3080.0,12350.0,1910.0,60.0,,3860.0,3350.0,1310.0,1230.0,270.0,137140.0
369,384.0,0.7,49-3093,Tire Repairers and Changers,2940.0,290.0,3070.0,1290.0,10160.0,2830.0,900.0,150.0,,7560.0,2300.0,40.0,230.0,1020.0,3120.0,3080.0,1320.0,1280.0,1260.0,2770.0,,1640.0,1270.0,3180.0,1530.0,1300.0,3040.0,970.0,970.0,960.0,400.0,4030.0,920.0,2200.0,3120.0,490.0,3810.0,1430.0,1680.0,3760.0,910.0,140.0,1690.0,290.0,3600.0,11980.0,1490.0,110.0,,1930.0,2930.0,860.0,960.0,480.0,109680.0
370,385.0,0.7,51-3092,Food Batchmakers,1110.0,180.0,1490.0,1800.0,17180.0,2180.0,1090.0,210.0,,4470.0,3350.0,,590.0,1250.0,8640.0,3070.0,4040.0,970.0,2330.0,810.0,630.0,1660.0,3110.0,4200.0,4580.0,,5650.0,230.0,1660.0,1150.0,350.0,2910.0,1110.0,7840.0,2400.0,240.0,5950.0,1000.0,2880.0,7220.0,1420.0,380.0,3110.0,470.0,5100.0,8590.0,2930.0,490.0,,3310.0,3420.0,50.0,10020.0,90.0,148910.0
371,386.0,0.7,49-2091,Avionics Technicians,550.0,70.0,700.0,110.0,1890.0,170.0,120.0,70.0,,2130.0,1650.0,,110.0,70.0,,200.0,,710.0,,200.0,,,,230.0,110.0,110.0,120.0,,,170.0,,190.0,30.0,180.0,370.0,,430.0,1000.0,90.0,500.0,,,180.0,,170.0,1890.0,270.0,,,170.0,1140.0,,40.0,,16140.0
372,387.0,0.71,49-3011,Aircraft Mechanics and Service Technicians,2730.0,1290.0,5320.0,610.0,12680.0,1710.0,1050.0,570.0,,12910.0,8680.0,,1290.0,530.0,4210.0,1390.0,320.0,1740.0,1610.0,1760.0,150.0,2150.0,1330.0,2490.0,1380.0,1020.0,1760.0,470.0,390.0,1780.0,230.0,2170.0,430.0,3080.0,4280.0,250.0,4090.0,6270.0,1310.0,2530.0,380.0,240.0,1020.0,390.0,1310.0,16800.0,2070.0,210.0,,2180.0,4890.0,500.0,780.0,200.0,128930.0
373,388.0,0.71,53-2022,Airfield Operations Specialists,70.0,100.0,260.0,,730.0,110.0,,,,570.0,510.0,50.0,,,120.0,100.0,50.0,90.0,70.0,,,40.0,150.0,280.0,160.0,,210.0,40.0,,60.0,,350.0,,390.0,300.0,,280.0,40.0,60.0,410.0,,,130.0,,,920.0,170.0,50.0,,,220.0,,120.0,,7210.0
374,389.0,0.71,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",360.0,490.0,,690.0,4700.0,490.0,,,,230.0,320.0,,370.0,,850.0,,70.0,1030.0,,6080.0,,220.0,,450.0,490.0,,280.0,510.0,,80.0,,330.0,990.0,230.0,130.0,680.0,1430.0,1810.0,80.0,1430.0,,50.0,70.0,,210.0,10570.0,800.0,,,120.0,1090.0,180.0,70.0,870.0,38850.0
375,391.0,0.71,29-2081,"Opticians, Dispensing",1210.0,140.0,1870.0,460.0,8040.0,1330.0,880.0,430.0,290.0,4930.0,1460.0,,450.0,420.0,3200.0,1750.0,780.0,920.0,810.0,1220.0,330.0,1270.0,1520.0,3370.0,2080.0,370.0,1530.0,310.0,740.0,430.0,510.0,1540.0,290.0,3450.0,1620.0,340.0,2930.0,810.0,1280.0,3310.0,530.0,260.0,1090.0,420.0,1710.0,6430.0,640.0,100.0,,2210.0,1380.0,330.0,1810.0,240.0,75770.0
376,392.0,0.71,51-6011,Laundry and Dry-Cleaning Workers,2930.0,400.0,4630.0,1700.0,18580.0,3060.0,2220.0,730.0,400.0,18970.0,6590.0,200.0,1710.0,800.0,9540.0,4130.0,2270.0,2100.0,2470.0,3280.0,920.0,4610.0,5330.0,6250.0,3030.0,1630.0,4610.0,710.0,1290.0,3770.0,930.0,6850.0,1330.0,15600.0,4290.0,820.0,6430.0,2440.0,1870.0,7950.0,940.0,970.0,3190.0,1020.0,4480.0,15060.0,1750.0,490.0,170.0,5070.0,3130.0,1120.0,3650.0,630.0,209040.0
377,393.0,0.72,39-3091,Amusement and Recreation Attendants,1910.0,680.0,6030.0,1310.0,44960.0,7070.0,1660.0,1420.0,210.0,32270.0,6650.0,210.0,1260.0,1220.0,8940.0,4570.0,1910.0,1730.0,3820.0,1860.0,830.0,7300.0,4080.0,7770.0,6690.0,1090.0,6710.0,570.0,830.0,4350.0,1290.0,7640.0,700.0,14860.0,13620.0,850.0,10950.0,1580.0,3530.0,9870.0,930.0,700.0,6100.0,1180.0,5520.0,18810.0,4170.0,350.0,70.0,5890.0,4440.0,380.0,4010.0,590.0,287940.0
378,394.0,0.72,31-9095,Pharmacy Aides,620.0,80.0,,530.0,10390.0,150.0,120.0,,,2290.0,950.0,,120.0,70.0,760.0,240.0,370.0,830.0,200.0,750.0,90.0,,740.0,560.0,450.0,190.0,1010.0,80.0,230.0,110.0,,350.0,100.0,2480.0,430.0,380.0,760.0,860.0,220.0,1640.0,1480.0,,220.0,,820.0,2320.0,350.0,210.0,,570.0,1150.0,370.0,640.0,40.0,37320.0
379,395.0,0.72,47-3016,Helpers–Roofers,250.0,,,240.0,800.0,170.0,100.0,,,1210.0,140.0,,70.0,100.0,170.0,210.0,,,230.0,130.0,60.0,340.0,130.0,90.0,,60.0,,,60.0,,,,150.0,310.0,450.0,60.0,480.0,180.0,130.0,530.0,,,180.0,60.0,360.0,780.0,,70.0,,470.0,140.0,110.0,240.0,40.0,9300.0
380,396.0,0.72,53-7121,"Tank Car, Truck, and Ship Loaders",600.0,80.0,110.0,50.0,360.0,80.0,,,,270.0,350.0,,,,230.0,230.0,100.0,60.0,300.0,890.0,,50.0,70.0,40.0,130.0,340.0,60.0,,50.0,,,500.0,40.0,60.0,,190.0,260.0,260.0,320.0,160.0,,,,,190.0,3250.0,,,,180.0,350.0,,190.0,80.0,10480.0
381,397.0,0.72,49-9031,Home Appliance Repairers,260.0,50.0,610.0,160.0,2980.0,670.0,330.0,110.0,,2680.0,420.0,,90.0,400.0,2120.0,490.0,720.0,180.0,210.0,200.0,130.0,540.0,530.0,1210.0,560.0,190.0,760.0,120.0,380.0,230.0,140.0,1280.0,140.0,3340.0,640.0,170.0,1780.0,450.0,660.0,1130.0,90.0,,290.0,150.0,430.0,2110.0,430.0,70.0,,,1030.0,110.0,590.0,60.0,32420.0
382,398.0,0.72,47-2031,Carpenters,8160.0,2350.0,9420.0,4670.0,91780.0,13410.0,6010.0,1650.0,2190.0,41610.0,17770.0,1140.0,5190.0,5010.0,24720.0,14280.0,8180.0,5560.0,6360.0,11920.0,4170.0,13830.0,17440.0,18160.0,14600.0,3490.0,12860.0,4270.0,7940.0,9940.0,3100.0,16840.0,3770.0,48220.0,15200.0,2370.0,18990.0,4880.0,12860.0,30620.0,2280.0,2740.0,8380.0,4110.0,6650.0,36870.0,8990.0,3130.0,320.0,16890.0,24180.0,2890.0,15300.0,3030.0,680690.0
383,399.0,0.72,27-3012,Public Address System and Other Announcers,50.0,,200.0,,1020.0,100.0,40.0,,,450.0,130.0,,,80.0,430.0,130.0,70.0,30.0,,210.0,,30.0,260.0,270.0,390.0,,130.0,,,180.0,,220.0,,620.0,170.0,90.0,210.0,,,230.0,,,40.0,,220.0,850.0,,,,,,,260.0,,7110.0
384,400.0,0.73,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",870.0,,,140.0,1250.0,,,,,220.0,4750.0,,,,,,,,210.0,,250.0,,320.0,30.0,50.0,150.0,,,,,70.0,250.0,,790.0,4420.0,,170.0,,,830.0,,,3380.0,,460.0,650.0,50.0,,,910.0,80.0,,220.0,,20520.0
385,401.0,0.73,11-3011,Administrative Services Managers,640.0,530.0,6870.0,1850.0,40720.0,2280.0,4110.0,820.0,1770.0,10710.0,9040.0,520.0,1480.0,1400.0,14450.0,3450.0,2240.0,2560.0,2580.0,2980.0,1580.0,5060.0,13040.0,6110.0,6930.0,3040.0,5350.0,320.0,1890.0,1450.0,860.0,8510.0,1690.0,18480.0,4630.0,660.0,9620.0,4630.0,3550.0,6860.0,2720.0,670.0,3110.0,340.0,7550.0,20440.0,2120.0,410.0,100.0,4120.0,4890.0,1590.0,6070.0,220.0,269610.0
386,402.0,0.73,47-2121,Glaziers,480.0,140.0,840.0,400.0,6490.0,1220.0,480.0,,290.0,3910.0,1050.0,,340.0,830.0,1020.0,700.0,280.0,390.0,510.0,560.0,,1240.0,1190.0,1260.0,770.0,340.0,1020.0,110.0,400.0,810.0,180.0,1070.0,240.0,2760.0,910.0,210.0,1410.0,290.0,760.0,1370.0,,90.0,370.0,260.0,780.0,4520.0,500.0,,,900.0,2130.0,160.0,640.0,170.0,46790.0
